month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest
3,3,1931,-4,2214,-21,DL,1485,LGA,MCO
9,21,738,3,939,-11,WN,849,EWR,MSY
1,31,1124,-6,1443,13,DL,695,JFK,MCO
5,21,1956,1,2120,12,EV,4312,EWR,DCA
10,2,1824,-1,2009,-33,DL,2002,JFK,DTW
8,9,1701,31,2035,50,B6,1801,JFK,FLL
9,26,1051,-9,1227,-18,9E,3475,EWR,DTW
5,21,820,-2,950,10,UA,385,EWR,BOS
1,12,554,-6,915,-12,UA,303,JFK,SFO
10,8,922,-5,1134,-2,EV,4087,EWR,IND
9,28,1108,8,1308,28,MQ,3466,LGA,RDU
10,30,1825,-5,2039,-45,B6,183,JFK,MCO
8,19,905,-10,1116,1,MQ,3565,LGA,CLT
1,12,1517,-7,1632,-16,EV,4580,EWR,MKE
7,23,1151,-7,1305,-25,EV,5795,EWR,PIT
12,4,2219,-10,2334,-17,B6,486,JFK,ROC
2,20,2111,26,16,19,B6,677,JFK,LAX
5,22,1826,-3,2238,54,UA,1152,EWR,PDX
9,27,1740,-2,1950,10,EV,4382,EWR,DTW
8,17,1738,4,2007,7,FL,623,LGA,ATL
8,3,1205,90,1531,101,AA,1879,LGA,MIA
8,20,810,-5,941,-14,EV,4918,LGA,RIC
8,27,1637,22,1820,15,9E,3400,JFK,MKE
8,29,2132,3,2245,9,EV,5812,EWR,PWM
1,14,1052,52,1205,42,EV,5736,LGA,IAD
8,20,1027,-3,1243,3,DL,2343,EWR,ATL
2,23,929,-6,1228,-7,VX,251,JFK,LAS
11,9,1340,-5,1617,7,WN,1611,LGA,DEN
9,7,622,-8,851,-23,B6,1099,LGA,MCO
8,15,756,-5,1031,-2,UA,706,EWR,LAS
1,24,954,-6,1339,-2,DL,1765,JFK,SFO
1,17,1651,16,1946,1,WN,891,EWR,HOU
2,15,650,-5,938,15,B6,117,JFK,MSY
12,23,2132,3,28,6,B6,2043,EWR,PBI
5,2,1645,0,1834,-17,DL,1473,LGA,MEM
11,27,1155,-5,1449,-31,DL,423,JFK,LAX
6,2,628,1,844,-16,B6,203,JFK,LAS
9,21,948,-12,1101,-14,US,2142,LGA,BOS
5,2,1445,0,1543,-29,9E,3404,JFK,BOS
12,8,754,-5,1020,-14,DL,2457,LGA,MSY
2,23,717,0,1147,-31,UA,1479,EWR,STT
4,23,734,11,831,-16,UA,1017,EWR,BOS
9,18,1205,-10,1317,-12,EV,3807,EWR,ORF
8,27,1220,-6,1400,-22,EV,3848,EWR,CLT
1,15,1408,48,1712,39,UA,1110,EWR,LAX
3,6,729,69,1213,71,B6,709,JFK,SJU
12,31,819,-1,1309,-32,DL,454,JFK,STT
5,13,856,-3,1130,-8,DL,1747,LGA,ATL
4,9,922,-8,1235,-9,B6,1639,LGA,RSW
6,24,631,-3,835,-10,EV,4122,EWR,SDF
1,12,1521,21,1638,8,WN,577,LGA,MKE
7,12,844,-6,1014,-16,AA,313,LGA,ORD
2,28,820,0,1200,27,DL,2395,LGA,PBI
11,25,1502,-10,1632,-9,EV,4502,EWR,BNA
3,3,914,-6,1112,-13,MQ,4582,LGA,CLT
5,3,2041,211,2231,196,AA,1351,JFK,ORD
2,3,815,10,1028,-1,9E,3538,JFK,MSP
3,6,1734,-1,2102,-13,B6,179,JFK,PHX
6,21,1109,-1,1404,-9,DL,1875,LGA,TPA
9,16,630,0,936,-16,UA,1668,EWR,SFO
12,8,1747,77,2133,118,WN,1289,EWR,HOU
4,10,NA,NA,NA,NA,MQ,3744,EWR,ORD
11,4,1629,-1,1941,1,AA,181,JFK,LAX
2,16,826,26,1017,-15,UA,1583,LGA,DEN
10,25,1500,0,1816,-13,DL,161,JFK,SEA
5,27,1727,12,1833,4,B6,1176,EWR,BOS
4,10,NA,NA,NA,NA,EV,4295,EWR,MCI
12,13,557,-3,905,10,B6,605,EWR,FLL
7,7,1455,0,1858,-7,AA,1635,JFK,SJU
10,25,1600,0,1850,22,9E,3540,JFK,MSP
7,28,1443,-2,1723,3,B6,477,JFK,JAX
1,18,1214,-3,1537,-19,UA,1227,EWR,PHX
7,6,656,-4,938,-29,DL,1879,LGA,FLL
10,19,1534,-1,1837,-3,B6,83,JFK,MCO
8,1,1537,155,1655,157,EV,4127,EWR,RIC
4,8,730,0,1048,-2,AA,33,JFK,LAX
11,14,1151,-9,1447,-12,DL,1685,LGA,MCO
1,7,2033,-12,2134,-20,B6,1178,EWR,BOS
8,1,943,3,1131,21,WN,1098,LGA,MKE
4,7,1900,5,2311,31,VX,29,JFK,SFO
3,16,629,-1,832,-11,US,1057,LGA,CLT
2,2,1439,-6,1604,3,EV,4414,EWR,IAD
10,20,2138,-7,2355,-3,EV,4682,EWR,SDF
12,1,1453,-3,1723,-26,UA,1270,EWR,MCO
12,21,1140,10,1358,-7,UA,239,EWR,DEN
2,27,1906,16,2250,21,DL,1108,JFK,MIA
3,29,1213,-4,1318,-16,EV,4121,EWR,ROC
7,3,2356,296,237,237,DL,1465,JFK,SFO
7,21,746,-9,1031,-26,DL,2395,LGA,PBI
12,1,924,0,1158,-7,9E,4065,LGA,SDF
5,8,1447,2,1818,16,DL,127,JFK,LAX
3,23,1354,-1,1601,-8,EV,5038,LGA,MEM
9,25,1903,2,2237,19,UA,1127,EWR,SFO
8,7,2029,49,2308,44,EV,4204,EWR,OKC
7,18,759,-1,950,-26,DL,2457,LGA,MSY
11,22,1928,87,2106,82,UA,775,EWR,ORD
4,18,710,10,1057,101,UA,311,EWR,DEN
8,6,1233,-4,1327,-24,UA,1248,EWR,BOS
11,24,1225,-5,1454,-22,B6,127,EWR,MCO
2,18,1807,-3,2106,-21,B6,217,JFK,LGB
3,9,1402,27,1934,-2,UA,15,EWR,HNL
4,3,1608,3,1940,16,DL,161,JFK,MIA
6,16,556,-4,932,-10,B6,715,JFK,SJU
5,25,2053,-7,2305,-33,B6,399,LGA,MCO
6,11,1713,-7,2011,-14,AA,695,JFK,AUS
12,5,1528,-2,1903,-12,AA,85,JFK,SFO
8,10,549,-11,701,-11,EV,5716,JFK,IAD
4,30,940,10,1234,-6,WN,972,EWR,AUS
6,25,802,2,1000,6,EV,4691,EWR,DAY
9,20,627,-3,930,-22,UA,1668,EWR,SFO
9,23,635,-4,835,-17,EV,4122,EWR,SDF
6,6,855,-5,1024,-2,UA,775,EWR,ORD
10,16,840,-5,1040,-13,US,2071,LGA,CLT
1,9,1654,-6,1834,-5,UA,689,LGA,ORD
8,26,721,-8,1105,-15,B6,3,JFK,SJU
4,17,1234,-2,1402,8,EV,4160,EWR,BNA
7,15,1315,25,1534,-13,DL,1375,JFK,SLC
1,3,923,-2,1207,17,WN,766,EWR,DEN
10,8,540,-5,922,-11,B6,1403,JFK,SJU
10,14,843,-7,941,-25,DL,2445,JFK,BOS
5,27,846,-4,952,-22,9E,3465,JFK,BOS
10,28,1013,-8,1310,-15,B6,1,JFK,FLL
10,4,1931,31,2206,69,9E,3330,JFK,ORD
6,22,2112,12,5,-4,DL,2065,JFK,FLL
8,13,1958,-2,2237,7,DL,1147,LGA,ATL
5,9,1103,52,1220,32,EV,4662,EWR,RDU
3,3,1346,-4,1531,-14,MQ,4577,LGA,CLT
1,22,2035,5,2342,5,UA,489,EWR,PBI
5,18,1554,-5,1746,-24,EV,4667,EWR,MSP
8,20,1518,3,1802,-14,DL,2181,LGA,MCO
1,14,930,40,1137,83,EV,4700,EWR,MKE
4,8,1857,-3,2003,-12,US,2187,LGA,DCA
9,13,922,7,1201,20,EV,5109,LGA,CHS
6,11,1736,67,1858,44,MQ,4415,LGA,RDU
2,1,802,17,1125,0,AA,59,JFK,SFO
4,28,1830,-5,2031,-11,DL,2131,LGA,DTW
9,29,1621,-4,1904,-51,DL,1373,JFK,MIA
4,9,658,-7,940,-11,DL,2285,LGA,MCO
9,12,1612,12,1846,-6,DL,2459,JFK,MCO
11,25,700,0,1001,-24,VX,399,JFK,LAX
3,12,2016,47,2324,41,DL,1854,LGA,FLL
12,6,1602,2,1844,-25,DL,2459,JFK,MCO
10,9,1608,-7,1735,-12,B6,2302,JFK,BUF
10,28,1735,20,2018,13,WN,2067,EWR,HOU
9,17,1123,-6,1347,-13,B6,1211,JFK,LAS
11,14,2156,6,2304,-7,EV,3846,EWR,ROC
7,10,722,-8,957,-28,AA,1757,JFK,TPA
7,23,2003,58,2227,84,9E,3433,JFK,PIT
2,21,905,5,1108,31,UA,1092,LGA,ORD
7,11,2000,0,2255,25,DL,1147,LGA,ATL
5,28,1957,-3,2236,-1,DL,1147,LGA,ATL
4,25,1155,-5,1252,-23,9E,3341,JFK,BOS
11,20,NA,NA,NA,NA,9E,2912,JFK,DCA
2,13,1645,-10,2005,-24,DL,706,JFK,AUS
6,14,613,3,840,-7,B6,79,JFK,MCO
11,19,943,7,1049,-3,B6,116,JFK,SYR
11,12,855,-3,1251,19,UA,1668,EWR,SFO
9,5,1158,-2,1453,-22,UA,766,JFK,SFO
2,13,821,11,1107,23,FL,346,LGA,ATL
11,13,720,-5,914,-13,DL,831,LGA,DTW
10,29,1856,-4,2024,-17,UA,258,EWR,ORD
8,15,755,-5,1003,-16,9E,3507,JFK,MSY
12,10,1656,9,1902,13,DL,1518,EWR,DTW
1,8,1138,-6,1306,11,EV,4264,EWR,BTV
7,2,558,-2,706,7,US,2161,LGA,DCA
12,25,1246,1,1428,-7,WN,1880,LGA,STL
2,2,1453,-6,1607,-18,B6,12,JFK,SYR
4,11,1440,-5,1807,-12,DL,963,JFK,LAX
7,5,1805,5,2137,7,B6,415,JFK,SFO
4,24,824,-6,1158,-3,UA,398,EWR,SFO
6,24,1457,122,1723,178,WN,546,LGA,MKE
12,15,1056,-4,1337,0,DL,1647,LGA,ATL
6,9,1603,-7,1719,-32,9E,3410,JFK,BOS
9,21,1154,-6,1241,-16,EV,3847,EWR,BDL
4,21,1317,2,1627,6,UA,1023,EWR,RSW
2,4,620,-10,1123,-17,AA,413,JFK,SJU
5,17,1603,8,1814,-1,WN,3952,EWR,DEN
8,7,832,-3,1042,18,EV,4519,EWR,AVL
2,6,1324,-6,1604,-12,B6,525,EWR,MCO
10,3,909,-6,1217,2,VX,161,EWR,LAX
9,3,642,-3,755,-14,EV,4522,EWR,BNA
8,11,828,-2,929,-21,AA,1838,JFK,BOS
9,6,1410,-5,1626,-5,DL,673,EWR,ATL
12,30,1959,-6,2139,14,EV,4224,EWR,MKE
1,17,2009,29,2125,25,WN,633,EWR,MDW
7,4,913,-7,1208,-2,AA,1223,EWR,DFW
11,4,937,-3,1126,6,AA,317,LGA,ORD
7,31,1904,-1,2038,-25,9E,3433,JFK,PIT
4,25,830,29,954,37,EV,4233,EWR,BTV
1,3,1539,6,1859,2,B6,137,JFK,RSW
8,8,2134,124,2325,140,EV,4191,EWR,BNA
3,3,1541,16,1654,-6,WN,3765,LGA,MKE
9,30,553,-7,654,-23,EV,5747,LGA,IAD
8,29,2352,87,51,81,EV,5503,LGA,MHT
8,2,840,-2,1139,-13,UA,1581,EWR,SEA
12,29,617,-8,717,-18,B6,2180,EWR,BOS
8,3,900,0,1145,-12,DL,1885,LGA,MCO
11,2,1232,-3,1446,20,EV,4649,EWR,CLT
2,18,641,-1,900,-2,EV,4122,EWR,SDF
9,11,632,-7,825,-25,EV,4258,EWR,CLT
6,3,1249,140,1456,137,US,196,JFK,PHX
1,3,851,-4,1049,-12,DL,667,EWR,DTW
7,20,1947,2,2243,8,DL,1629,JFK,LAS
12,22,700,0,1025,-6,UA,1058,EWR,SFO
1,9,1447,-8,1629,-8,9E,3318,JFK,BUF
6,20,1249,-6,1343,-19,B6,1318,JFK,BOS
4,3,658,-7,946,-5,DL,2285,LGA,MCO
6,11,1356,61,1656,70,UA,1641,EWR,MCO
5,21,1053,-2,1343,-17,UA,1493,EWR,LAX
11,3,1234,-11,1327,-22,B6,1318,JFK,BOS
8,11,1456,-3,1724,-13,DL,451,LGA,ATL
10,24,1156,-4,1301,-11,DL,2451,JFK,BOS
12,25,1546,6,1846,-32,UA,1554,EWR,SFO
9,30,1600,0,1752,-3,MQ,2793,JFK,CMH
12,17,1824,114,2053,157,9E,3357,LGA,BNA
3,6,NA,NA,NA,NA,EV,4241,EWR,DCA
2,18,827,-3,1150,-15,UA,1480,EWR,SFO
1,7,1551,1,1803,-17,9E,3355,JFK,MSP
11,22,1726,-4,2003,-2,DL,1499,LGA,ATL
3,25,1653,68,1855,52,DL,1942,EWR,ATL
3,29,945,-5,1230,-24,B6,1101,JFK,FLL
11,12,623,-7,912,22,MQ,3550,LGA,ATL
1,4,835,0,1102,-3,MQ,4610,LGA,ATL
1,18,808,1,1024,14,B6,219,JFK,CLT
1,6,633,8,936,-3,UA,1662,LGA,IAH
2,12,1925,0,126,NA,DL,2139,LGA,MIA
8,29,1509,10,1747,-14,UA,271,EWR,AUS
12,23,1850,6,2206,10,UA,1128,LGA,IAH
3,20,1133,3,1337,-9,EV,4235,EWR,MCI
6,27,942,-3,1050,-35,AA,317,LGA,ORD
11,14,1354,-6,1453,-22,US,2183,LGA,DCA
3,24,1604,4,1844,6,DL,847,LGA,ATL
1,4,745,0,1109,33,B6,983,LGA,TPA
2,8,NA,NA,NA,NA,9E,3393,JFK,DCA
10,6,1036,-9,1323,-29,B6,971,LGA,FLL
6,21,1435,20,1644,-11,UA,1108,EWR,IAH
4,1,1741,41,1949,39,MQ,4540,LGA,DTW
7,21,1055,-5,1318,-31,DL,695,JFK,MCO
6,30,1728,23,1841,-14,AA,345,LGA,ORD
9,20,2009,9,2254,-6,VX,415,JFK,LAX
1,30,1801,53,2104,41,B6,15,JFK,FLL
2,8,NA,NA,NA,NA,VX,415,JFK,LAX
12,16,1814,-1,2134,-23,DL,426,JFK,LAX
11,7,1458,-2,1707,11,US,721,EWR,CLT
8,16,1726,1,2003,-19,DL,479,EWR,SLC
10,16,1814,-1,2126,-4,UA,1022,EWR,SNA
2,18,2105,5,2321,6,EV,3842,EWR,SDF
4,17,737,12,1047,-10,UA,700,EWR,SFO
5,22,835,-10,1037,-10,US,1429,LGA,CLT
7,30,1150,-5,1445,-10,AA,2147,EWR,MIA
1,1,1302,3,1402,-2,B6,1006,JFK,BOS
4,1,1046,-9,1356,-11,B6,1471,LGA,FLL
6,11,614,14,845,5,WN,488,EWR,HOU
11,19,1747,18,2059,-6,UA,418,EWR,SFO
8,7,957,-3,1115,-6,US,2175,LGA,DCA
4,27,859,-1,1142,-22,UA,1735,EWR,LAX
4,4,2057,52,2151,42,EV,4566,EWR,ALB
10,24,1005,5,1132,-2,UA,673,LGA,ORD
10,4,1216,-3,1513,-6,UA,1496,EWR,SNA
11,12,1947,-3,2236,21,MQ,3662,LGA,ATL
2,8,1507,62,1806,62,B6,63,JFK,TPA
4,18,1817,-3,2142,11,AS,7,EWR,SEA
5,5,2152,6,2246,-5,EV,4400,EWR,DCA
12,9,1909,84,2116,78,DL,1321,EWR,MSP
6,19,2038,-2,2233,-2,MQ,3603,LGA,DTW
6,18,1704,74,1938,93,WN,262,EWR,DEN
3,14,2249,-4,17,3,B6,112,JFK,BUF
5,1,607,-8,855,-20,AA,1895,EWR,MIA
11,12,844,-6,1046,-46,UA,1643,EWR,DEN
8,25,929,0,1150,-24,B6,795,JFK,AUS
7,5,858,-2,1009,-26,UA,1092,LGA,ORD
3,6,1633,13,2001,-2,US,35,JFK,PHX
2,10,2102,-8,2209,-13,EV,4119,EWR,RIC
6,24,820,-10,1015,1,EV,5817,EWR,MEM
4,22,1314,-1,1428,-5,EV,5793,EWR,RIC
6,20,1728,-1,1931,-20,UA,509,LGA,DEN
8,1,1542,0,1707,-9,UA,1638,EWR,CLE
8,14,1731,87,1857,69,EV,5432,LGA,BNA
9,24,759,0,1056,7,AA,1111,LGA,DFW
11,8,1156,-4,1457,2,AA,3,JFK,LAX
6,12,608,-2,909,-15,UA,303,JFK,SFO
8,22,1724,84,2003,74,B6,543,EWR,PBI
10,5,548,-2,920,-12,B6,939,JFK,BQN
5,9,1246,31,1415,50,B6,74,JFK,BTV
1,28,2238,268,121,257,UA,812,EWR,LAS
10,5,1925,-5,2226,-23,DL,795,JFK,SLC
11,3,1612,52,1911,53,UA,1600,EWR,LAX
9,12,1251,-8,1616,19,DL,1375,JFK,SLC
12,4,2016,6,2157,27,EV,4224,EWR,MKE
9,18,1529,0,1756,-40,UA,375,EWR,SEA
11,16,1827,-3,2014,-21,US,425,JFK,CLT
3,25,1614,-6,1738,-12,MQ,4622,LGA,BNA
10,26,1825,-4,2048,-23,B6,711,JFK,LAS
8,7,700,0,834,-1,WN,1696,EWR,STL
5,5,634,3,930,15,UA,1436,EWR,MCO
1,5,1722,-8,1947,-12,FL,623,LGA,ATL
6,3,830,-4,1048,-2,EV,4335,EWR,XNA
9,8,853,-6,957,-20,DL,2445,JFK,BOS
2,28,552,-8,848,-13,B6,371,LGA,FLL
7,22,1227,-3,1613,15,DL,2098,LGA,MIA
6,4,747,-13,1049,-17,B6,553,EWR,RSW
8,16,1921,11,2222,-16,DL,1091,JFK,SAT
6,7,1726,28,1926,28,EV,4532,EWR,CHS
2,26,853,-2,1156,-18,B6,1061,JFK,AUS
4,19,NA,NA,NA,NA,9E,4178,JFK,ROC
6,27,1547,17,1956,66,DL,95,JFK,LAX
3,8,808,38,1108,34,UA,1456,LGA,IAH
10,3,909,-3,1027,2,B6,208,JFK,PWM
6,23,857,-3,1054,-39,UA,367,EWR,LAS
11,19,1248,-12,1439,-11,MQ,3388,LGA,CMH
1,3,958,4,1254,6,UA,1623,EWR,MCO
2,23,1240,-5,1556,-4,AA,2253,LGA,MIA
9,19,1503,-5,1640,-26,EV,4572,EWR,GSP
3,28,1559,-6,1725,-25,EV,5486,LGA,PIT
8,11,2123,38,20,72,9E,3470,JFK,CVG
7,2,1256,-6,1425,7,EV,5834,EWR,RIC
7,28,1858,78,2249,117,UA,1266,EWR,LAX
10,16,1241,-4,1539,-21,UA,1651,EWR,SFO
7,13,1543,8,1857,7,B6,1729,JFK,RSW
6,30,2010,30,2314,19,B6,161,JFK,SMF
7,7,2033,98,47,151,B6,669,JFK,SJC
8,27,1352,-3,1501,-9,UA,1146,EWR,BOS
1,12,1729,0,2025,-15,UA,1100,EWR,SEA
4,3,1944,9,2239,-3,DL,2370,LGA,PBI
6,11,1728,2,2005,-4,UA,1163,EWR,LAS
12,25,1612,14,1813,42,UA,1492,EWR,ORD
9,11,1533,-6,1834,-10,B6,83,JFK,MCO
4,20,1911,-4,2210,-37,DL,6,JFK,SLC
10,5,748,-2,1022,-18,MQ,3052,JFK,TPA
5,27,2033,3,2356,0,B6,677,JFK,LAX
3,7,602,2,832,-34,UA,1431,EWR,DFW
3,4,553,-7,707,-16,B6,208,JFK,BUF
11,9,619,-11,856,-23,B6,1099,LGA,MCO
11,1,803,-7,1109,-2,DL,1167,JFK,TPA
12,17,1918,53,2253,61,AS,5,EWR,SEA
5,3,832,3,1022,-2,MQ,4607,LGA,CMH
3,4,2047,47,2321,17,UA,524,EWR,IAH
12,29,1541,161,1728,194,B6,34,JFK,BTV
7,3,1449,-4,1735,-20,B6,1171,LGA,FLL
10,25,556,-4,705,-6,EV,4533,EWR,BUF
9,11,838,-8,1114,-29,UA,260,LGA,IAH
5,18,1555,-5,1810,-26,DL,847,LGA,ATL
3,16,2023,28,2153,24,9E,4127,JFK,IAD
12,6,612,-3,852,7,MQ,3550,LGA,ATL
2,22,633,3,922,-6,UA,1115,EWR,TPA
5,20,1234,-1,1505,-15,AA,1033,EWR,DFW
6,20,653,-7,815,-20,AA,305,LGA,ORD
8,1,1242,3,1541,7,B6,41,JFK,FLL
5,27,1859,-1,2131,-16,DL,73,JFK,ATL
3,31,1442,154,1705,138,UA,1227,EWR,PHX
4,21,1756,-3,2044,-23,UA,535,JFK,LAX
10,24,1734,5,2024,-5,DL,2471,EWR,SLC
3,7,1108,-2,1318,3,DL,1031,LGA,DTW
12,12,1708,-4,2008,-9,UA,431,EWR,DFW
1,21,1459,-1,1758,-39,DL,963,JFK,LAX
3,3,1006,-4,1115,-10,B6,600,JFK,PWM
9,15,558,-2,648,-12,US,1739,LGA,PHL
8,31,1512,17,1706,21,MQ,2815,JFK,CLE
8,27,800,-5,912,0,EV,4207,EWR,MHT
12,30,927,-2,1209,-7,EV,4140,EWR,ATL
12,16,1322,-7,1441,-11,B6,2402,JFK,BUF
5,17,1624,2,1726,-9,EV,4299,EWR,DCA
4,4,1552,7,1844,7,UA,1593,EWR,MCO
10,20,1958,-3,2243,-5,B6,65,JFK,ABQ
11,16,1154,-6,1401,-21,9E,3415,LGA,CVG
6,16,1521,19,1704,3,EV,4572,EWR,GSP
2,3,1915,0,2206,-24,DL,1729,JFK,LAS
9,22,934,-1,1237,7,B6,223,JFK,LAX
6,24,2309,134,6,96,WN,579,LGA,MDW
2,3,1518,23,1703,9,EV,4572,EWR,GSP
9,20,1017,-3,1245,-24,B6,53,JFK,PBI
3,29,1632,32,1843,8,9E,3315,JFK,MSP
1,7,1930,-5,2203,-17,EV,4204,EWR,OKC
5,21,805,15,1210,22,UA,1216,EWR,SJU
6,24,553,-7,656,1,US,1629,LGA,PHL
1,17,2243,-2,2345,-12,B6,128,JFK,BTV
1,25,621,-9,833,3,MQ,4576,LGA,CLT
12,8,1009,22,1444,14,B6,403,JFK,SJU
5,4,1403,4,1509,-6,EV,4633,EWR,BTV
3,22,2006,26,2139,14,MQ,3783,JFK,CMH
5,29,602,-8,857,-9,B6,315,JFK,FLL
5,18,1832,-4,2000,-15,B6,130,JFK,BUF
5,13,821,1,1108,-48,UA,1648,EWR,SFO
3,5,1542,-3,1824,-32,DL,4,JFK,MCO
12,2,906,-4,1015,-10,B6,1634,JFK,BTV
3,6,NA,NA,NA,NA,EV,4701,EWR,BTV
7,20,753,-7,908,-1,B6,1491,JFK,ACK
9,18,1502,-5,1706,-23,UA,745,LGA,DEN
10,7,1458,-1,1748,-8,DL,500,JFK,LAS
5,10,1011,-4,1151,-39,US,75,EWR,PHX
12,29,1904,4,2221,-3,DL,425,JFK,PDX
8,4,1431,-5,1548,-22,UA,1290,EWR,CLE
1,18,1138,8,1358,2,UA,1625,EWR,DEN
12,23,NA,NA,NA,NA,9E,2908,JFK,BUF
6,16,1322,-6,1520,-10,9E,3970,EWR,CVG
9,19,1242,27,1350,21,EV,3807,EWR,ORF
3,22,1025,-5,1340,-15,AA,179,JFK,SFO
6,12,1421,-4,1540,-10,B6,8,JFK,BUF
11,7,625,-5,912,22,MQ,3550,LGA,ATL
3,30,739,10,1013,-13,B6,361,LGA,PBI
1,18,1800,0,2050,7,DL,1047,LGA,ATL
1,3,1915,45,2212,10,UA,272,JFK,SFO
9,12,822,17,1053,-8,DL,1167,JFK,TPA
9,22,1856,-5,2020,-7,EV,4224,EWR,MKE
6,30,819,-1,1034,-8,9E,4248,JFK,CHS
5,10,823,-6,953,-31,MQ,4607,LGA,CMH
2,28,1619,-6,1832,-23,MQ,4661,LGA,ATL
11,2,1244,-6,1340,-20,AA,178,JFK,BOS
1,13,1053,-7,1209,-6,MQ,3792,JFK,DCA
12,10,457,-3,701,10,US,1895,EWR,CLT
1,11,820,-9,952,-20,EV,3815,EWR,GSO
2,8,700,15,856,49,B6,102,JFK,BUF
2,5,NA,NA,NA,NA,AA,181,JFK,LAX
4,1,1626,-5,1928,54,EV,4411,EWR,MEM
5,8,955,-1,1122,-18,EV,4711,EWR,STL
1,6,1847,-3,2019,-31,AA,2019,LGA,STL
2,26,1814,-6,2050,-60,AA,119,EWR,LAX
7,17,1430,0,1709,-45,UA,1146,EWR,SFO
12,17,1842,13,2133,-7,UA,235,EWR,SNA
4,11,1032,-10,1259,-26,B6,545,EWR,PBI
6,22,1504,-6,1728,-3,UA,745,LGA,DEN
10,13,803,-4,1045,-12,UA,1154,EWR,TPA
3,5,655,-5,837,-2,UA,393,LGA,ORD
4,14,1918,-7,2221,-22,DL,2139,LGA,MIA
5,7,2234,-11,2334,-27,B6,128,JFK,BTV
3,12,2136,121,43,128,DL,1485,LGA,MCO
9,27,2058,28,2256,5,EV,5209,LGA,CHS
3,26,1155,-5,1301,-30,UA,701,EWR,ORD
11,24,2155,-2,2251,-16,UA,1066,EWR,BOS
8,8,751,-4,1102,-13,AA,59,JFK,SFO
11,27,1424,-6,1558,-11,UA,541,EWR,CLE
10,13,808,-7,1028,-27,DL,1429,JFK,LAS
9,12,719,-1,821,-24,WN,1705,EWR,BNA
8,28,1323,-7,1447,-11,B6,286,JFK,ROC
1,26,909,29,1017,16,9E,3422,JFK,BOS
7,4,1114,4,1224,-21,WN,991,LGA,MDW
9,17,859,0,1138,-6,UA,587,EWR,LAS
6,13,1255,10,1531,-4,AA,745,LGA,DFW
9,2,1840,35,2119,39,DL,569,JFK,ATL
9,17,1529,-6,1733,-15,EV,4684,EWR,SDF
12,26,1847,0,2159,-8,B6,263,JFK,SEA
12,29,1311,-4,1435,-1,US,2044,LGA,PHL
4,21,1357,-3,1556,1,MQ,4577,LGA,CLT
5,13,949,-6,1057,-43,AA,319,LGA,ORD
3,9,1144,-1,1314,-21,MQ,4594,LGA,CLE
5,6,1533,-2,1725,-34,UA,1101,EWR,DEN
5,24,924,-1,1152,18,EV,4087,EWR,IND
8,19,811,-4,1002,-28,9E,3538,JFK,MSP
3,9,2134,34,4,18,B6,399,LGA,MCO
9,25,1159,-1,1304,-6,WN,295,EWR,MDW
10,30,1849,-6,2119,-31,B6,543,EWR,PBI
9,27,923,3,1159,-7,UA,1711,EWR,IAH
6,1,1858,8,2045,-1,9E,3590,JFK,PIT
8,24,1356,-9,1452,-24,B6,2480,EWR,BOS
8,28,1253,-4,1607,69,US,1895,LGA,CLT
7,17,2119,-1,2331,-3,B6,775,JFK,MSY
3,18,1048,1,1345,5,UA,578,EWR,IAH
5,16,1029,-1,1315,-25,AA,19,JFK,LAX
9,22,1059,-1,1316,-23,DL,1647,LGA,ATL
11,14,2054,-6,2311,-18,B6,775,JFK,MSY
8,2,1539,45,1808,58,EV,4978,LGA,CLT
8,6,1326,-9,1432,-31,B6,286,JFK,ROC
2,14,1812,-3,2005,-21,DL,2019,LGA,MSP
1,4,1651,114,1908,98,B6,119,JFK,MSY
6,14,625,-5,809,-20,EV,4471,EWR,CLT
5,22,754,-1,1055,10,B6,341,JFK,SRQ
10,12,1437,7,1756,5,UA,257,JFK,SFO
6,24,1155,0,1451,-4,AA,2147,EWR,MIA
4,7,601,1,852,-2,B6,507,EWR,FLL
8,21,1623,3,1932,-13,AA,1467,LGA,MIA
7,30,2325,40,33,34,B6,1816,JFK,SYR
8,2,2057,17,2244,9,MQ,3603,LGA,DTW
8,30,1159,-6,1328,-22,MQ,3404,LGA,RDU
9,29,927,-2,1216,-18,AA,1223,EWR,DFW
3,21,1719,-1,1909,-6,AA,1351,JFK,ORD
11,25,1713,-17,1856,-29,MQ,3526,LGA,CMH
7,13,1927,149,2154,98,UA,996,EWR,SFO
10,9,1917,7,2126,-23,DL,1729,JFK,LAS
12,16,1114,2,1422,-17,UA,274,EWR,LAX
8,20,955,46,1201,39,EV,4952,LGA,CLT
4,28,1313,-12,1454,24,US,1279,LGA,PHL
4,15,634,4,919,18,DL,2057,LGA,ATL
8,14,1656,-3,1915,-4,DL,2042,EWR,ATL
3,16,1804,204,2118,207,DL,2079,LGA,FLL
5,18,1931,-9,2216,-23,DL,1435,LGA,TPA
6,18,956,-4,1305,-14,DL,1765,JFK,SFO
7,18,1815,-15,1930,-10,MQ,3044,JFK,BWI
10,13,2053,-1,2256,-6,EV,4536,EWR,CVG
9,8,2100,0,2337,-37,DL,2363,JFK,LAX
3,13,1711,-9,1853,-12,MQ,4479,LGA,RDU
1,15,1118,-3,1352,5,UA,1495,EWR,DEN
